id_emprunt,id_client,id_exemplaire,dateemprunt,dateretourprevue,dateretourreelle
1047,78,244,2021-06-23,2021-07-14,2021-07-29
1048,39,1455,2018-11-27,2018-12-18,
1049,112,679,2017-08-30,2017-09-13,
1050,495,1356,2015-07-30,2015-08-20,2015-08-28
1051,130,1668,2017-01-29,2017-02-19,2017-03-03
1052,90,1552,2018-11-11,2018-12-02,2018-12-07
1053,2,285,2022-05-10,2022-05-31,2022-05-28
1054,479,1450,2022-02-05,2022-02-26,2022-02-23
1055,142,1067,2020-03-25,2020-04-22,2020-05-06
1056,145,1038,2020-11-23,2020-12-14,2020-12-28
1057,16,757,2021-05-24,2021-06-21,2021-06-17
1058,359,1497,2016-03-10,2016-04-07,
1059,107,749,2018-10-27,2018-11-17,2018-11-24
1060,437,378,2019-01-31,2019-02-28,2019-02-27
1061,80,799,2020-01-11,2020-02-08,2020-02-17
1062,208,752,2019-07-14,2019-07-28,2019-08-03
1063,244,47,2015-04-17,2015-05-08,2015-05-03
1064,472,563,2022-06-10,2022-06-24,2022-07-09
1065,261,1328,2016-03-31,2016-04-14,2016-04-21
1066,228,1594,2019-09-21,2019-10-05,2019-10-16
1067,2,1984,2024-01-23,2024-02-06,
1068,31,1377,2022-02-26,2022-03-19,2022-04-02
1069,73,16,2018-01-18,2018-02-01,2018-02-13
1070,369,228,2020-04-16,2020-05-07,2020-05-18
1071,338,331,2016-05-13,2016-06-03,
1072,93,359,2016-07-27,2016-08-10,2016-08-09
1073,143,965,2021-03-27,2021-04-10,2021-04-22
1074,311,1211,2018-08-31,2018-09-14,2018-09-20
1075,48,80,2021-09-05,2021-09-26,2021-09-29
1076,411,238,2023-02-22,2023-03-22,2023-04-05
1077,53,1443,2017-07-23,2017-08-13,
1078,423,1747,2016-04-17,2016-05-01,2016-04-26
1079,475,299,2023-09-07,2023-09-28,2023-10-07
1080,473,1691,2016-11-05,2016-12-03,2016-12-02
1081,359,1917,2015-02-01,2015-02-22,2015-03-09
1082,285,84,2022-06-16,2022-07-07,
1083,66,1898,2021-09-18,2021-10-09,2021-10-04
1084,13,1833,2021-01-22,2021-02-05,
1085,125,618,2018-05-14,2018-05-28,2018-06-02
1086,403,1561,2015-11-13,2015-12-11,2015-12-10
1087,135,590,2020-09-22,2020-10-06,
1088,148,1501,2020-04-07,2020-05-05,2020-05-14
1089,90,175,2024-11-28,2024-12-26,2024-12-22
1090,115,47,2022-03-12,2022-04-09,2022-04-23
1091,468,1146,2019-04-29,2019-05-13,2019-05-23
1092,345,466,2022-03-16,2022-04-13,
1093,342,299,2020-03-18,2020-04-15,2020-04-13
1094,372,1854,2016-02-03,2016-02-17,2016-03-02
1095,421,1476,2023-01-22,2023-02-12,2023-02-14
1096,417,680,2019-07-07,2019-08-04,2019-08-09
1097,469,1010,2021-03-13,2021-04-03,
1098,358,1574,2023-10-18,2023-11-08,2023-11-12
1099,295,1833,2015-03-27,2015-04-24,2015-04-24
1100,494,881,2023-04-05,2023-04-19,2023-05-03
1101,184,1831,2021-05-09,2021-06-06,2021-06-10
1102,220,31,2016-09-19,2016-10-17,2016-10-29
1103,170,861,2019-03-26,2019-04-09,2019-04-16
1104,191,910,2020-02-26,2020-03-11,2020-03-14
1105,228,849,2015-06-27,2015-07-11,2015-07-10
1106,36,613,2016-01-17,2016-01-31,2016-02-12
1107,113,1301,2021-08-04,2021-09-01,2021-09-07
1108,371,817,2015-03-25,2015-04-22,2015-05-02
1109,435,815,2021-11-27,2021-12-25,2022-01-08
1110,441,1863,2018-04-26,2018-05-17,2018-05-27
1111,273,578,2017-01-08,2017-01-29,2017-01-24
1112,462,514,2022-07-29,2022-08-12,2022-08-11
1113,393,66,2016-12-14,2016-12-28,2016-12-23
1114,158,227,2018-01-26,2018-02-09,2018-02-08
1115,308,222,2023-01-28,2023-02-18,2023-02-25
1116,145,1733,2018-09-03,2018-10-01,2018-10-10
1117,289,1657,2021-07-23,2021-08-06,2021-08-16
1118,189,927,2019-04-01,2019-04-15,2019-04-15
1119,110,454,2015-09-09,2015-09-23,
1120,346,1229,2022-05-15,2022-05-29,2022-06-03
1121,435,170,2018-04-07,2018-04-28,2018-04-30
1122,269,793,2018-08-12,2018-09-09,2018-09-08
1123,310,892,2017-07-16,2017-07-30,2017-07-29
1124,354,1265,2019-05-26,2019-06-09,
1125,249,606,2021-09-23,2021-10-07,2021-10-05
1126,14,619,2016-10-04,2016-11-01,2016-10-31
1127,464,245,2015-12-23,2016-01-13,2016-01-13
1128,461,832,2019-01-11,2019-02-08,2019-02-08
1129,203,454,2019-04-16,2019-05-14,2019-05-09
1130,63,1719,2016-05-31,2016-06-21,2016-06-22
1131,155,1089,2017-08-02,2017-08-30,2017-08-26
1132,24,857,2023-10-01,2023-10-22,2023-10-21
1133,296,491,2016-01-26,2016-02-23,2016-02-21
1134,116,1003,2022-03-18,2022-04-01,2022-04-15
1135,2,120,2021-10-10,2021-10-31,2021-10-27
1136,332,700,2022-03-31,2022-04-14,2022-04-27
1137,431,698,2019-10-29,2019-11-12,2019-11-12
1138,359,1009,2019-03-23,2019-04-20,2019-04-23
1139,497,1229,2015-09-20,2015-10-18,2015-10-24
1140,319,1663,2018-06-20,2018-07-04,2018-07-17
1141,373,1647,2016-08-07,2016-08-21,2016-08-27
1142,493,789,2017-06-08,2017-06-22,2017-06-19
1143,394,155,2022-04-20,2022-05-18,2022-05-30
1144,376,590,2018-03-12,2018-04-02,2018-04-11
1145,315,606,2024-05-24,2024-06-07,2024-06-05
1146,359,1869,2023-06-28,2023-07-19,2023-08-02
1147,220,1985,2016-03-03,2016-03-17,2016-03-27
1148,177,363,2019-09-20,2019-10-18,2019-10-14
1149,35,257,2022-05-22,2022-06-12,2022-06-20
1150,421,1435,2015-04-19,2015-05-17,2015-05-14
1151,209,1357,2022-04-08,2022-04-29,2022-04-25
1152,68,504,2015-10-31,2015-11-28,2015-11-27
1153,321,1121,2015-10-11,2015-11-08,2015-11-18
1154,423,979,2022-08-16,2022-09-06,2022-09-21
1155,70,310,2022-02-04,2022-02-25,2022-02-27
1156,183,1200,2017-03-23,2017-04-20,2017-05-02
1157,194,1677,2016-09-28,2016-10-12,
1158,263,753,2022-02-17,2022-03-17,2022-04-01
1159,43,171,2019-08-24,2019-09-07,
1160,12,83,2018-03-17,2018-03-31,2018-04-01
1161,396,1861,2015-04-29,2015-05-27,2015-06-01
1162,465,1428,2017-10-03,2017-10-31,2017-11-13
1163,107,294,2016-08-31,2016-09-14,2016-09-11
1164,258,1744,2017-11-29,2017-12-20,2018-01-04
1165,498,981,2019-04-06,2019-04-27,2019-04-26
1166,252,1350,2023-06-20,2023-07-18,2023-07-16
1167,212,702,2021-03-18,2021-04-01,2021-04-11
1168,175,1835,2021-05-24,2021-06-07,
1169,51,1596,2017-05-11,2017-06-08,2017-06-06
1170,418,795,2018-01-30,2018-02-27,
1171,202,600,2024-01-06,2024-01-27,2024-02-04
1172,447,1818,2017-01-23,2017-02-13,2017-02-15
1173,94,573,2019-02-19,2019-03-05,2019-03-15
1174,251,1946,2018-07-18,2018-08-08,2018-08-10
1175,477,1539,2024-05-10,2024-05-31,2024-06-05
1176,134,1084,2019-04-30,2019-05-28,2019-06-05
1177,82,338,2019-12-13,2020-01-10,2020-01-18
1178,426,247,2018-02-15,2018-03-15,2018-03-21
1179,162,12,2015-03-30,2015-04-20,2015-04-19
1180,215,670,2019-08-20,2019-09-17,2019-09-30
1181,440,225,2019-04-19,2019-05-17,
1182,393,259,2016-08-08,2016-09-05,2016-09-13
1183,365,1009,2023-06-02,2023-06-23,
1184,379,655,2017-01-04,2017-02-01,
1185,399,442,2022-11-16,2022-11-30,2022-12-13
1186,444,284,2017-11-20,2017-12-18,
1187,224,1780,2015-10-26,2015-11-09,2015-11-13
1188,96,302,2023-10-11,2023-11-08,2023-11-03
1189,237,1127,2023-10-31,2023-11-14,2023-11-24
1190,359,1369,2024-08-11,2024-09-08,
1191,498,1010,2023-03-09,2023-04-06,2023-04-12
1192,192,239,2023-02-09,2023-03-09,2023-03-08
1193,27,940,2024-09-09,2024-10-07,2024-10-22
1194,272,275,2015-04-10,2015-04-24,2015-05-08
1195,397,498,2016-01-19,2016-02-09,2016-02-08
1196,356,115,2017-03-01,2017-03-22,2017-03-21
1197,33,1470,2021-05-13,2021-06-10,2021-06-15
1198,7,810,2019-06-05,2019-06-26,2019-07-05
1199,435,1768,2017-03-18,2017-04-08,2017-04-07
1200,58,138,2023-10-16,2023-11-13,2023-11-08
1201,457,1819,2016-07-20,2016-08-03,2016-07-30
1202,471,550,2023-01-28,2023-02-25,2023-03-08
1203,105,420,2016-06-02,2016-06-23,2016-07-05
1204,346,1181,2023-06-11,2023-06-25,2023-07-04
1205,261,341,2019-04-10,2019-04-24,
1206,371,1516,2022-10-02,2022-10-30,2022-11-09
1207,5,1745,2022-02-26,2022-03-12,2022-03-19
1208,470,586,2018-10-06,2018-11-03,2018-11-17
1209,307,273,2024-12-27,2025-01-17,
1210,470,859,2015-04-09,2015-05-07,
1211,59,1776,2018-02-20,2018-03-20,2018-03-16
1212,391,1776,2017-02-08,2017-02-22,2017-02-28
1213,192,103,2016-01-19,2016-02-16,
1214,448,2,2024-04-01,2024-04-29,
1215,150,802,2015-11-14,2015-11-28,
1216,367,1416,2016-03-25,2016-04-15,2016-04-26
1217,111,1949,2022-12-11,2023-01-08,2023-01-04
1218,388,1492,2020-11-15,2020-12-13,2020-12-28
1219,35,126,2023-03-31,2023-04-14,2023-04-29
1220,179,831,2018-02-28,2018-03-14,2018-03-11
1221,427,677,2019-04-26,2019-05-24,2019-05-25
1222,141,1055,2017-02-21,2017-03-21,2017-03-19
1223,164,722,2022-03-29,2022-04-12,2022-04-21
1224,328,25,2020-09-02,2020-09-16,2020-09-30
1225,196,578,2016-02-27,2016-03-19,2016-03-24
1226,282,538,2020-01-07,2020-01-21,2020-01-30
1227,312,77,2015-05-28,2015-06-11,
1228,208,1838,2016-09-25,2016-10-16,2016-10-14
1229,361,419,2021-10-19,2021-11-16,2021-12-01
1230,55,750,2020-06-04,2020-07-02,2020-06-29
1231,217,232,2020-10-14,2020-11-04,2020-11-15
1232,225,730,2015-12-15,2016-01-12,2016-01-19
1233,340,408,2021-06-30,2021-07-28,2021-07-29
1234,369,658,2016-10-16,2016-11-06,2016-11-02
1235,107,768,2024-09-12,2024-09-26,2024-10-08
1236,35,1205,2017-02-15,2017-03-08,2017-03-20
1237,280,757,2018-11-25,2018-12-16,2018-12-15
1238,127,1185,2017-10-08,2017-10-29,
1239,84,579,2022-05-11,2022-06-08,2022-06-19
1240,49,959,2016-10-14,2016-11-04,2016-11-03
1241,23,137,2023-09-17,2023-10-15,2023-10-27
1242,476,872,2022-08-22,2022-09-12,2022-09-15
1243,3,1669,2019-10-19,2019-11-16,2019-11-17
1244,175,419,2024-10-23,2024-11-06,2024-11-17
1245,221,1214,2016-10-07,2016-10-28,2016-11-04
1246,36,1307,2021-04-13,2021-05-11,2021-05-16
1247,164,258,2019-02-28,2019-03-28,2019-03-28
1248,219,219,2024-10-23,2024-11-20,2024-11-24
1249,419,391,2017-09-04,2017-09-18,2017-09-27
1250,474,967,2015-02-01,2015-03-01,
1251,234,1568,2016-05-27,2016-06-24,2016-07-09
1252,487,991,2024-04-17,2024-05-01,2024-05-01
1253,62,1800,2023-11-24,2023-12-15,2023-12-13
1254,66,1420,2023-07-10,2023-08-07,2023-08-12
1255,102,3,2023-03-20,2023-04-10,2023-04-17
1256,465,170,2023-10-01,2023-10-29,2023-11-07
1257,367,1757,2016-08-22,2016-09-05,2016-09-04
1258,251,444,2018-02-15,2018-03-01,2018-03-05
1259,179,1514,2024-12-18,2025-01-15,
1260,241,193,2022-05-21,2022-06-11,2022-06-20
1261,479,247,2023-06-30,2023-07-28,2023-08-05
1262,56,771,2022-08-08,2022-09-05,2022-09-15
1263,396,817,2019-02-03,2019-03-03,2019-03-09
1264,311,1249,2019-07-08,2019-07-29,2019-07-25
1265,100,589,2023-02-11,2023-03-11,2023-03-13
1266,366,751,2023-09-26,2023-10-17,2023-10-31
1267,430,577,2016-09-15,2016-09-29,
1268,101,1599,2016-07-20,2016-08-17,2016-08-23
1269,66,1716,2020-02-23,2020-03-22,2020-03-22
1270,125,1278,2015-12-28,2016-01-25,2016-01-28
1271,355,583,2022-11-21,2022-12-05,2022-12-11
1272,391,234,2020-05-12,2020-06-09,2020-06-05
1273,59,170,2018-10-02,2018-10-23,2018-11-05
1274,23,142,2018-09-08,2018-09-22,2018-09-20
1275,215,19,2019-06-14,2019-07-12,2019-07-11
1276,179,1148,2015-05-06,2015-06-03,2015-06-10
1277,433,960,2021-05-31,2021-06-28,2021-07-01
1278,471,1749,2018-10-09,2018-11-06,2018-11-18
1279,257,1462,2017-04-12,2017-04-26,2017-05-07
1280,308,383,2017-04-27,2017-05-18,2017-05-15
1281,292,187,2016-03-17,2016-04-07,2016-04-17
1282,474,847,2024-03-05,2024-03-26,2024-04-06
1283,348,1704,2022-02-08,2022-03-01,
1284,47,1931,2017-09-10,2017-09-24,2017-09-25
1285,217,748,2020-07-19,2020-08-16,2020-08-24
1286,276,683,2016-08-22,2016-09-19,2016-09-26
1287,369,1021,2017-12-16,2018-01-13,
1288,416,71,2022-07-06,2022-07-20,2022-07-16
1289,11,1119,2022-09-23,2022-10-21,2022-10-20
1290,342,1529,2019-05-22,2019-06-19,2019-06-23
1291,13,1146,2019-03-25,2019-04-08,2019-04-21
1292,254,1797,2023-08-03,2023-08-24,2023-08-23
1293,104,1495,2016-04-14,2016-05-05,
1294,121,656,2015-08-22,2015-09-19,2015-09-20
1295,196,1226,2019-09-20,2019-10-18,
1296,465,120,2022-12-29,2023-01-12,2023-01-09
1297,270,1681,2015-08-21,2015-09-18,2015-09-14
1298,228,1068,2021-09-03,2021-10-01,2021-10-13
1299,438,1688,2016-04-11,2016-05-09,2016-05-13
1300,486,473,2020-12-17,2020-12-31,2021-01-15
1301,34,687,2018-10-07,2018-11-04,
1302,350,104,2021-02-05,2021-03-05,2021-03-19
1303,362,452,2021-12-21,2022-01-18,2022-01-21
1304,125,1578,2022-02-07,2022-02-28,2022-02-25
1305,13,1049,2019-09-07,2019-09-28,2019-10-13
1306,346,1301,2023-11-06,2023-11-20,2023-11-19
1307,156,1598,2019-10-24,2019-11-21,2019-12-04
1308,394,938,2020-02-23,2020-03-22,
1309,467,1471,2024-06-30,2024-07-14,
1310,442,181,2017-06-21,2017-07-05,
1311,346,1597,2015-05-29,2015-06-19,2015-06-20
1312,222,1019,2023-04-26,2023-05-10,2023-05-24
1313,149,286,2017-04-10,2017-05-08,2017-05-19
1314,383,632,2016-01-23,2016-02-20,2016-02-18
1315,243,836,2016-07-27,2016-08-24,2016-08-26
1316,208,1664,2023-03-24,2023-04-14,2023-04-12
1317,261,1015,2020-06-12,2020-07-03,2020-07-01
1318,65,1348,2020-05-14,2020-06-04,
1319,210,1899,2020-12-14,2021-01-11,2021-01-12
1320,13,180,2017-08-25,2017-09-15,2017-09-21
1321,83,942,2023-03-04,2023-04-01,2023-04-16
1322,218,886,2019-07-03,2019-07-17,2019-07-17
1323,6,1168,2019-11-17,2019-12-08,2019-12-19
1324,204,176,2022-11-04,2022-12-02,2022-12-17
1325,470,1313,2019-06-07,2019-06-28,2019-07-10
1326,276,1982,2021-10-02,2021-10-30,
1327,299,496,2021-10-31,2021-11-14,2021-11-27
1328,70,663,2024-01-25,2024-02-15,2024-02-13
1329,78,889,2018-10-30,2018-11-27,2018-12-06
1330,152,52,2018-08-14,2018-09-11,2018-09-18
1331,190,1966,2021-02-26,2021-03-12,
1332,474,149,2023-04-28,2023-05-26,2023-05-21
1333,56,1827,2022-12-20,2023-01-10,2023-01-19
1334,299,386,2023-10-03,2023-10-24,2023-11-05
1335,72,1209,2021-05-30,2021-06-13,
1336,180,1642,2024-09-04,2024-09-25,
1337,332,234,2016-01-16,2016-02-13,2016-02-10
1338,29,1788,2024-06-08,2024-06-29,2024-06-25
1339,368,1236,2022-04-22,2022-05-13,2022-05-08
1340,93,1071,2017-01-22,2017-02-12,2017-02-27
1341,179,1310,2020-01-06,2020-02-03,2020-02-13
1342,9,1586,2020-03-11,2020-03-25,2020-04-09
1343,53,1498,2016-08-01,2016-08-29,2016-08-27
1344,33,1319,2024-11-01,2024-11-15,2024-11-10
1345,253,564,2020-09-08,2020-09-29,2020-09-25
1346,206,1355,2016-12-01,2016-12-29,2016-12-24
1347,83,466,2022-03-19,2022-04-16,2022-04-16
1348,421,244,2024-07-17,2024-07-31,2024-08-01
1349,454,86,2022-02-09,2022-03-09,2022-03-09
1350,482,279,2015-02-25,2015-03-18,2015-03-13
1351,334,1456,2024-02-10,2024-03-02,2024-03-09
1352,232,745,2019-10-01,2019-10-15,2019-10-28
1353,377,1301,2017-09-06,2017-09-27,
1354,254,1811,2018-03-26,2018-04-09,2018-04-14
1355,391,568,2023-10-08,2023-11-05,2023-11-20
1356,493,1224,2018-06-03,2018-06-24,
1357,131,102,2019-02-14,2019-03-07,2019-03-17
1358,404,427,2023-01-29,2023-02-19,2023-03-01
1359,113,521,2019-01-22,2019-02-19,2019-02-25
1360,336,879,2018-09-14,2018-10-12,2018-10-19
1361,182,1900,2021-02-26,2021-03-26,2021-04-03
1362,260,407,2024-10-19,2024-11-16,2024-11-19
1363,339,1925,2023-10-27,2023-11-17,2023-11-19
1364,323,328,2018-12-17,2019-01-14,2019-01-22
1365,223,803,2024-08-01,2024-08-22,2024-08-23
1366,79,61,2024-04-22,2024-05-13,2024-05-15
1367,187,1075,2024-08-26,2024-09-23,2024-10-03
1368,462,1248,2020-04-13,2020-04-27,
1369,210,1580,2018-04-05,2018-04-19,2018-05-04
1370,129,616,2024-01-07,2024-02-04,2024-02-19
1371,354,691,2017-09-25,2017-10-23,2017-11-06
1372,391,1483,2024-09-19,2024-10-17,2024-10-12
1373,185,1477,2023-11-12,2023-12-03,2023-11-29
1374,206,950,2015-05-11,2015-06-08,2015-06-11
1375,235,404,2016-11-07,2016-12-05,2016-12-01
1376,389,1236,2018-02-22,2018-03-08,
1377,229,466,2023-07-04,2023-07-18,2023-07-27
1378,433,1991,2023-04-13,2023-05-04,
1379,342,1288,2021-08-14,2021-09-04,2021-09-10
1380,33,864,2022-09-09,2022-09-23,2022-09-18
1381,57,726,2016-07-18,2016-08-08,2016-08-14
1382,3,615,2015-06-07,2015-07-05,2015-07-20
1383,49,639,2018-11-07,2018-11-21,2018-12-03
1384,72,1862,2017-05-09,2017-05-30,2017-05-27
1385,423,459,2020-03-15,2020-04-12,2020-04-14
1386,97,162,2023-06-02,2023-06-23,2023-06-28
1387,58,292,2023-12-11,2024-01-08,2024-01-06
1388,141,1780,2017-09-05,2017-10-03,2017-09-28
1389,419,542,2016-11-14,2016-12-05,2016-12-14
1390,464,376,2016-09-02,2016-09-30,2016-10-07
1391,269,745,2024-01-15,2024-02-12,2024-02-08
1392,367,1387,2020-07-24,2020-08-07,2020-08-19
1393,133,1295,2018-12-04,2018-12-25,2018-12-22
1394,409,1237,2023-06-27,2023-07-18,
1395,166,193,2024-03-28,2024-04-25,2024-04-27
1396,177,1698,2015-11-18,2015-12-09,2015-12-13
1397,353,930,2019-01-04,2019-01-25,2019-01-27
1398,214,278,2022-11-01,2022-11-15,
1399,213,934,2020-04-25,2020-05-09,2020-05-07
1400,49,1728,2017-03-29,2017-04-12,2017-04-19
1401,192,1973,2016-07-29,2016-08-12,2016-08-22
1402,390,872,2019-09-30,2019-10-28,2019-10-28
1403,15,1053,2017-11-20,2017-12-04,2017-12-12
1404,227,804,2017-11-20,2017-12-18,2018-01-02
1405,218,1170,2016-10-16,2016-10-30,2016-10-26
1406,124,42,2017-08-16,2017-08-30,2017-09-07
1407,307,689,2023-11-11,2023-11-25,
1408,160,688,2015-10-30,2015-11-20,2015-11-16
1409,421,1209,2015-05-14,2015-06-11,2015-06-25
1410,65,1873,2021-01-20,2021-02-03,
1411,117,1386,2022-08-05,2022-09-02,2022-09-11
1412,488,1558,2024-01-06,2024-01-20,
1413,471,1139,2017-05-31,2017-06-21,2017-07-02
1414,436,1917,2020-12-13,2020-12-27,2021-01-02
1415,30,298,2016-01-06,2016-02-03,2016-02-02
1416,153,751,2019-02-21,2019-03-21,2019-03-28
1417,403,1480,2015-07-09,2015-08-06,2015-08-06
1418,242,741,2017-08-30,2017-09-13,2017-09-12
1419,95,1242,2023-08-09,2023-08-30,2023-09-08
1420,150,1210,2021-11-02,2021-11-16,2021-11-21
1421,100,1834,2015-04-10,2015-05-08,2015-05-11
1422,104,1325,2015-12-15,2016-01-12,
1423,191,461,2018-05-10,2018-05-24,2018-06-07
1424,352,1338,2023-12-03,2023-12-17,
1425,248,991,2024-08-06,2024-08-20,2024-09-02
1426,9,836,2016-05-01,2016-05-29,2016-06-03
1427,310,260,2016-08-25,2016-09-22,2016-10-01
1428,110,1756,2019-05-16,2019-06-06,2019-06-15
1429,73,1404,2016-10-24,2016-11-21,2016-11-29
1430,251,469,2021-11-21,2021-12-05,2021-12-16
1431,304,1127,2024-03-13,2024-04-10,2024-04-08
1432,403,660,2017-10-05,2017-10-26,2017-10-23
1433,399,992,2019-12-19,2020-01-02,2020-01-10
1434,264,1398,2016-04-11,2016-04-25,2016-05-08
1435,150,710,2020-01-23,2020-02-13,2020-02-28
1436,192,1769,2024-07-15,2024-08-12,2024-08-09
1437,27,22,2017-03-15,2017-03-29,2017-04-03
1438,194,1521,2024-01-27,2024-02-10,2024-02-25
1439,285,1256,2024-01-19,2024-02-16,2024-02-26
1440,327,710,2015-05-21,2015-06-04,2015-06-08
1441,258,819,2024-11-15,2024-11-29,2024-12-04
1442,399,98,2020-01-28,2020-02-18,2020-03-04
1443,140,836,2018-01-19,2018-02-02,2018-02-03
1444,153,1281,2022-09-06,2022-10-04,2022-10-10
1445,123,1616,2015-10-09,2015-11-06,2015-11-05
1446,39,1820,2019-10-03,2019-10-31,2019-10-27
1447,89,147,2017-09-24,2017-10-22,2017-10-31
1448,144,769,2015-07-18,2015-08-08,2015-08-10
1449,77,6,2015-09-04,2015-09-18,2015-09-18
1450,87,741,2016-02-08,2016-02-22,2016-03-05
1451,379,404,2023-12-05,2023-12-19,2023-12-31
1452,268,249,2022-09-07,2022-10-05,2022-10-12
1453,431,19,2023-02-12,2023-03-12,2023-03-20
1454,333,1922,2017-08-31,2017-09-28,2017-09-25
1455,378,780,2022-11-12,2022-12-03,
1456,304,1447,2021-09-24,2021-10-08,2021-10-19
1457,95,95,2018-06-08,2018-07-06,2018-07-16
1458,132,1432,2015-06-25,2015-07-09,2015-07-06
1459,468,19,2023-01-16,2023-01-30,2023-02-09
1460,288,748,2020-02-14,2020-02-28,2020-03-02
1461,430,1243,2024-10-09,2024-10-23,2024-11-04
1462,4,1084,2018-08-06,2018-08-20,2018-08-29
1463,386,165,2019-03-01,2019-03-15,2019-03-28
1464,186,532,2021-12-23,2022-01-13,2022-01-17
1465,316,810,2019-01-28,2019-02-18,2019-02-17
1466,308,382,2018-11-10,2018-12-01,2018-11-29
1467,225,914,2020-02-01,2020-02-22,2020-02-24
1468,257,851,2023-03-27,2023-04-24,2023-05-05
1469,300,726,2023-05-31,2023-06-14,2023-06-16
1470,392,1699,2019-06-30,2019-07-14,2019-07-21
1471,191,745,2019-04-13,2019-05-04,2019-04-29
1472,279,1733,2020-07-18,2020-08-01,2020-08-02
1473,422,96,2024-07-22,2024-08-19,2024-08-23
1474,475,1470,2016-11-10,2016-12-08,2016-12-23
1475,155,609,2023-07-16,2023-08-06,2023-08-03
1476,91,1013,2023-10-31,2023-11-21,
1477,152,1949,2019-10-04,2019-10-18,2019-10-13
1478,214,1596,2022-08-17,2022-08-31,2022-09-09
1479,344,210,2016-02-01,2016-02-29,2016-03-15
1480,58,1231,2019-03-15,2019-03-29,2019-03-31
1481,455,1891,2019-06-14,2019-07-12,2019-07-13
1482,199,642,2019-08-30,2019-09-20,2019-09-23
1483,199,1215,2019-03-25,2019-04-22,
1484,111,773,2020-09-22,2020-10-13,
1485,2,58,2021-03-07,2021-04-04,2021-04-06
1486,472,1313,2018-02-13,2018-03-13,2018-03-27
1487,392,706,2017-07-22,2017-08-12,2017-08-09
1488,400,1956,2021-06-19,2021-07-03,2021-07-02
1489,86,989,2022-12-05,2023-01-02,2023-01-17
1490,144,132,2015-08-25,2015-09-15,2015-09-17
1491,297,193,2015-06-28,2015-07-19,2015-07-18
1492,263,322,2015-12-02,2015-12-30,2015-12-29
1493,11,180,2018-02-24,2018-03-17,2018-03-18
1494,396,1938,2021-01-06,2021-01-20,2021-02-02
1495,172,1387,2019-06-29,2019-07-27,2019-08-06
1496,336,517,2020-01-10,2020-02-07,2020-02-18
1497,298,1259,2024-05-03,2024-05-31,2024-06-04
1498,83,1905,2020-01-13,2020-02-10,2020-02-15
1499,57,572,2024-09-26,2024-10-10,2024-10-08
1500,183,1059,2021-02-15,2021-03-08,2021-03-16
1501,340,209,2023-04-10,2023-04-24,2023-05-06
1502,109,1295,2024-12-30,2025-01-13,2025-01-23
1503,444,1448,2023-12-25,2024-01-22,
1504,49,836,2018-07-07,2018-07-28,
1505,490,751,2017-03-30,2017-04-13,2017-04-22
1506,382,1776,2024-05-04,2024-05-25,2024-05-25
1507,157,1247,2023-06-13,2023-07-04,2023-07-18
1508,260,146,2019-08-09,2019-08-23,2019-09-04
1509,270,1747,2015-12-30,2016-01-27,2016-01-28
1510,455,1199,2022-09-26,2022-10-24,2022-11-06
1511,358,97,2015-08-08,2015-08-29,2015-08-29
1512,256,158,2016-04-11,2016-04-25,2016-04-20
1513,59,797,2019-10-11,2019-11-01,2019-11-01
1514,411,1716,2017-06-27,2017-07-25,2017-07-23
1515,169,549,2017-09-18,2017-10-02,2017-10-13
1516,159,1412,2021-06-27,2021-07-11,2021-07-07
1517,308,732,2021-10-02,2021-10-16,2021-10-16
1518,258,461,2023-05-29,2023-06-19,2023-06-24
1519,349,1225,2018-10-31,2018-11-28,2018-11-30
1520,79,987,2021-07-28,2021-08-25,2021-08-23
1521,112,1237,2024-07-16,2024-08-06,
1522,398,1969,2022-02-02,2022-02-16,2022-02-21
1523,36,1708,2018-11-01,2018-11-15,2018-11-18
1524,286,1804,2021-09-24,2021-10-22,2021-10-27
1525,427,1011,2024-11-05,2024-11-19,2024-11-22
1526,464,1915,2024-09-23,2024-10-14,
1527,362,385,2016-03-11,2016-04-08,
1528,203,478,2019-07-21,2019-08-04,2019-08-16
1529,51,1690,2021-05-29,2021-06-26,2021-06-29
1530,163,479,2017-05-01,2017-05-29,2017-06-01
1531,309,497,2016-01-20,2016-02-10,2016-02-06
1532,339,1510,2015-02-05,2015-02-26,2015-03-09
1533,220,1425,2018-10-15,2018-11-12,2018-11-25
1534,276,952,2022-06-02,2022-06-23,2022-07-06
1535,288,1535,2016-07-09,2016-08-06,2016-08-02
1536,360,221,2021-11-08,2021-12-06,
1537,169,1333,2020-03-02,2020-03-23,2020-03-24
1538,33,137,2023-07-12,2023-07-26,2023-08-06
1539,241,394,2024-11-02,2024-11-16,2024-11-30
1540,62,981,2019-10-23,2019-11-13,2019-11-12
1541,362,1884,2022-05-14,2022-05-28,2022-05-23
1542,331,350,2017-01-08,2017-01-29,2017-01-29
1543,269,1802,2023-03-30,2023-04-20,2023-05-04
1544,211,1380,2023-11-18,2023-12-16,2023-12-12
1545,161,632,2017-10-03,2017-10-17,2017-10-25
1546,52,1329,2015-03-01,2015-03-15,
1547,152,1559,2023-11-14,2023-12-05,2023-12-05
1548,81,1420,2021-03-14,2021-04-04,2021-03-30
1549,4,1429,2018-02-18,2018-03-04,2018-03-10
1550,360,1832,2021-09-27,2021-10-18,2021-10-24
1551,219,1347,2016-01-08,2016-01-22,2016-02-02
